continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,population_density,median_age,gdp_per_capita,life_expectancy,human_development_index,population,death_rate,vaccination_rate,fully_vaccinated_rate
South America,Brazil,2023-02-08,36878774.0,9828.0,697439.0,78.0,484035422.0,189097459.0,175627190.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8911664471275538,87.8242448741162,81.56812588958657
South America,Brazil,2023-02-09,36887991.0,9217.0,697533.0,94.0,484035422.0,189097459.0,175627190.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8909487372191127,87.8242448741162,81.56812588958657
South America,Brazil,2023-02-10,36907890.0,19899.0,697583.0,50.0,484035422.0,189097459.0,175627190.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8900646989031342,87.8242448741162,81.56812588958657
South America,Brazil,2023-02-11,36917623.0,9733.0,697620.0,37.0,484302525.0,189146039.0,175693114.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.88966662344431,87.84680732333445,81.59874356974842
South America,Brazil,2023-02-12,36930339.0,12716.0,697662.0,42.0,484302525.0,189146039.0,175693114.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8891296936104487,87.84680732333445,81.59874356974842
South America,Brazil,2023-02-13,36932532.0,2193.0,697674.0,12.0,484384204.0,189162407.0,175709963.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8890500115183002,87.85440926176187,81.60656890336057
South America,Brazil,2023-02-14,36932830.0,298.0,697674.0,0.0,484388358.0,189162761.0,175711318.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8890347693366578,87.85457367318679,81.60719821827803
South America,Brazil,2023-02-15,36953492.0,20662.0,697762.0,88.0,484436984.0,189170510.0,175719644.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8882166805778464,87.85817261141224,81.61106513783733
South America,Brazil,2023-02-16,36953492.0,0.0,697762.0,0.0,484442842.0,189170568.0,175721908.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8882166805778464,87.85819954887735,81.61211662785442
South America,Brazil,2023-02-17,36960888.0,7396.0,697894.0,132.0,484445913.0,189171357.0,175722993.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.888195976243861,87.85856599129053,81.61262054422745
South America,Brazil,2023-02-18,36970513.0,9625.0,698014.0,120.0,484445913.0,189171357.0,175722993.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.888028981366853,87.85856599129053,81.61262054422745
South America,Brazil,2023-02-19,36987682.0,17169.0,698047.0,33.0,484446084.0,189171428.0,175723093.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.887241812017309,87.85859896646335,81.6126669881328
South America,Brazil,2023-02-20,36989373.0,1691.0,698056.0,9.0,484446127.0,189171452.0,175723112.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.887179866498413,87.85861011300062,81.61267581247482
South America,Brazil,2023-02-21,36989857.0,484.0,698056.0,0.0,484988616.0,189314041.0,175827680.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8871551733763123,87.9248340131978,81.6612412754195
South America,Brazil,2023-02-22,36990274.0,417.0,698058.0,2.0,484988616.0,189314041.0,175827680.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8871393058618597,87.9248340131978,81.6612412754195
South America,Brazil,2023-02-23,36992154.0,1880.0,698069.0,11.0,484988616.0,189314041.0,175827680.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8870731344814362,87.9248340131978,81.6612412754195
South America,Brazil,2023-02-24,36997328.0,5174.0,698381.0,312.0,484995271.0,189314745.0,175829569.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8876525353398492,87.92516097829144,81.66211860079152
South America,Brazil,2023-02-25,37008944.0,11616.0,698834.0,453.0,484995271.0,189314745.0,175829569.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8882840861387453,87.92516097829144,81.66211860079152
South America,Brazil,2023-02-26,37020531.0,11587.0,698928.0,94.0,485006494.0,189315252.0,175832576.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8879469881185658,87.92539644889158,81.66351516902535
South America,Brazil,2023-02-27,37023465.0,2934.0,698946.0,18.0,485006494.0,189315252.0,175832576.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8878459917244375,87.92539644889158,81.66351516902535
South America,Brazil,2023-02-28,37024417.0,952.0,698947.0,1.0,485188835.0,189377950.0,175879810.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8878001509112217,87.95451584866689,81.6854524832776
South America,Brazil,2023-03-01,37038230.0,13813.0,699006.0,59.0,485188835.0,189377950.0,175879810.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8872554115031956,87.95451584866689,81.6854524832776
South America,Brazil,2023-03-02,37052936.0,14706.0,699087.0,81.0,485219050.0,189385794.0,175886999.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8867249817936156,87.9581589086024,81.68879133563308
South America,Brazil,2023-03-03,37063464.0,10528.0,699197.0,110.0,485247773.0,189393744.0,175893558.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8864858395318904,87.9618511990776,81.69183759138488
South America,Brazil,2023-03-04,37066791.0,3327.0,699243.0,46.0,485257376.0,189394362.0,175895897.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8864406147270747,87.96213822241266,81.69292391433099
South America,Brazil,2023-03-05,37076053.0,9262.0,699276.0,33.0,485257436.0,189394389.0,175895930.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8860583676477103,87.9621507622671,81.69293924081975
South America,Brazil,2023-03-06,37085520.0,9467.0,699310.0,34.0,485257436.0,189394389.0,175895930.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,87.9621507622671,81.69293924081975
South America,Brazil,2023-03-07,37085520.0,0.0,699310.0,0.0,485268593.0,189394850.0,175899966.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,87.96236486867075,81.6948137168396
South America,Brazil,2023-03-08,37085520.0,0.0,699310.0,0.0,485279135.0,189395212.0,175904530.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,87.96253299560811,81.69693341667971
South America,Brazil,2023-03-09,37085520.0,0.0,699310.0,0.0,485279135.0,189395212.0,175904530.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,87.96253299560811,81.69693341667971
South America,Brazil,2023-03-10,37085520.0,0.0,699310.0,0.0,485508128.0,189442944.0,175955265.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,87.984701600509,81.7204967320582
South America,Brazil,2023-03-11,37085520.0,0.0,699310.0,0.0,485967890.0,189553754.0,176057109.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,88.03616609202551,81.76779706302119
South America,Brazil,2023-03-12,37085520.0,0.0,699310.0,0.0,485967890.0,189553754.0,176057109.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8856685843962817,88.03616609202551,81.76779706302119
South America,Brazil,2023-03-13,37145514.0,59994.0,699634.0,324.0,485995326.0,189559262.0,176062834.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.03872422233209,81.77045597660238
South America,Brazil,2023-03-14,37145514.0,0.0,699634.0,0.0,486174541.0,189603432.0,176110283.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.05923849532448,81.79249314525111
South America,Brazil,2023-03-15,37145514.0,0.0,699634.0,0.0,486174541.0,189603432.0,176110283.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.05923849532448,81.79249314525111
South America,Brazil,2023-03-16,37145514.0,0.0,699634.0,0.0,486240117.0,189603842.0,176110664.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.0594289153364,81.7926700965305
South America,Brazil,2023-03-17,37145514.0,0.0,699634.0,0.0,486240117.0,189603842.0,176110664.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.0594289153364,81.7926700965305
South America,Brazil,2023-03-18,37145514.0,0.0,699634.0,0.0,486361889.0,189628276.0,176144807.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.07077701916923,81.8085274391336
South America,Brazil,2023-03-19,37145514.0,0.0,699634.0,0.0,486362655.0,189628646.0,176145203.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8834952721343416,88.07094886161902,81.80871135699877
South America,Brazil,2023-03-20,37204677.0,59163.0,699917.0,283.0,486362655.0,189628646.0,176145203.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07094886161902,81.80871135699877
South America,Brazil,2023-03-21,37204677.0,0.0,699917.0,0.0,486412239.0,189637992.0,176157535.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07528950901286,81.81443881940633
South America,Brazil,2023-03-22,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-23,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-24,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-25,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-26,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-27,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-28,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-29,37204677.0,0.0,699917.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8812607887981396,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-30,37258663.0,53986.0,700239.0,322.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-03-31,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-01,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-02,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-03,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-04,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-05,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-06,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-07,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-08,37258663.0,0.0,700239.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.879399161478231,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-09,37319254.0,60591.0,700556.0,317.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-10,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-11,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-12,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-13,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-14,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-15,37319254.0,0.0,700556.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.87719722371728,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-16,37358092.0,38838.0,700811.0,255.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-17,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-18,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-19,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-20,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-21,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-22,37358092.0,0.0,700811.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8759282460142774,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-23,37407232.0,49140.0,701215.0,404.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-24,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-25,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-26,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-27,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-28,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-29,37407232.0,0.0,701215.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8745439384555374,88.07781559302477,81.81752780355104
South America,Brazil,2023-04-30,37449418.0,42186.0,701494.0,279.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-01,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-02,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-03,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-04,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-05,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-06,37449418.0,0.0,701494.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8731773081226522,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-07,37487971.0,38553.0,701833.0,339.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-08,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-09,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-10,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-11,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-12,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-13,37487971.0,0.0,701833.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8721552041320133,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-14,37511921.0,23950.0,702116.0,283.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-15,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-16,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-17,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-18,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-19,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-20,37511921.0,0.0,702116.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8717143278266128,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-21,37553337.0,41416.0,702421.0,305.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-22,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-23,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-24,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-25,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-26,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-27,37553337.0,0.0,702421.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8704622707697054,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-28,37579028.0,25691.0,702664.0,243.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-29,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-30,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-05-31,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-01,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-02,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-03,37579028.0,0.0,702664.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8698301616529305,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-04,37601257.0,22229.0,702907.0,243.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-05,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-06,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-07,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-08,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-09,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-10,37601257.0,0.0,702907.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8693710159742798,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-11,37625916.0,24659.0,703291.0,384.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-12,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-13,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-14,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-15,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-16,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-17,37625916.0,0.0,703291.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.8691664543130326,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-18,37639324.0,13408.0,703399.0,108.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.868787547831624,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-19,37639324.0,0.0,703399.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.868787547831624,88.07781559302477,81.81752780355104
South America,Brazil,2023-06-20,37639324.0,0.0,703399.0,0.0,486436436.0,189643431.0,176164186.0,25.04,33.5,14103.452,75.88,0.765,215313504.0,1.868787547831624,88.07781559302477,81.81752780355104
